Country Name,Country Code,Series Name,Series Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017]
Ecuador,ECU,"Population, total",SP.POP.TOTL,4545550,4676859,4812890,4953733,5099468,5250119,5405685,5566057,5730906,5899845,6072527,6248835,6428711,6611916,6798206,6987391,7179399,7374234,7571959,7772653,7976445,8183194,8392940,8606213,8823751,9045979,9272906,9504129,9739176,9977377,10218091,10460990,10705667,10951202,11196479,11440583,11683479,11924993,12163885,12398691,12628596,12852755,13072060,13289601,13509647,13735233,13967480,14205453,14447562,14691275,14934690,15177355,15419666,15661547,15903112,16144368,16385068,16624858
"Egypt, Arab Rep.",EGY,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,631.128390027337,641.132204405466,666.79187390885,707.925292087841,745.458024478727,763.349666990387,751.419522627485,736.684130592485,737.614383235251,768.532854360948,792.351949491748,800.942228143426,799.137639461242,787.289808176692,789.299268994359,840.861156295928,942.185687684688,1038.84114041537,1073.29316279169,1111.04456472371,1192.58145993548,1206.79869693791,1293.09572698279,1353.34791054501,1398.34515759559,1450.99546822208,1448.91489402146,1444.59225741362,1479.86357149891,1512.97213953427,1560.0833509149,1540.94381530651,1574.84393008298,1587.73137950583,1618.58478291278,1661.33176493045,1711.46506057622,1772.21044889868,1810.16933207493,1885.7431439716,1950.60698229459,1982.11163303315,1990.99216101758,2015.89799743556,2059.37751488092,2112.48796951889,2217.39483045864,2333.46731261569,2456.73142628729,2524.43244383914,2602.47954869567,2593.59690162311,2593.22646622202,2591.05945107009,2608.37519741866,2665.35161379275,2725.67573301412,2785.37002141784
"Egypt, Arab Rep.",EGY,"Population, total",SP.POP.TOTL,26996533,27744712,28506176,29281250,30071102,30875964,31697616,32534021,33377259,34216826,35046273,35863382,36673642,37488067,38322022,39187702,40089032,41026477,42004655,43027816,44099142,45216506,46379620,47594556,48868951,50204985,51607703,53066229,54547296,56006573,57412215,58752390,60035536,61275601,62495745,63714386,64933456,66151117,67378056,68626664,69905988,71226940,72590118,73981942,75381899,76778149,78159048,79537253,80953881,82465022,84107606,85897561,87813257,89807433,91812566,93778172,95688681,97553151
El Salvador,SLV,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,..,..,..,..,..,2370.29414548042,2468.591706021,2531.04491477629,2542.31027759794,2560.98877054086,2568.30611177526,2598.98311928846,2688.87259446297,2750.93475021992,2829.5368134041,2846.38744248989,2925.11846385941,3058.31283557963,3157.25978033493,2968.95701362346,2574.07369281017,2268.09169770982,2093.43270205168,2095.77271679095,2095.10410649331,2080.05394162661,2056.80682967026,2081.48278551308,2093.50248068977,2086.37615235508,2158.4450716779,2161.22295221867,2281.34486689422,2381.61274147762,2461.40455897616,2547.55015621166,2540.84477904554,2594.95600759375,2640.34358981498,2675.86534054767,2686.42534344992,2692.4031065147,2719.15540123603,2747.19113833927,2758.1572418822,2819.5896783932,2928.6746378529,2969.92637830986,3019.7871899714,2943.87685528981,2992.54527363055,3092.60193398004,3164.96887254086,3224.8353909239,3272.7402498374,3333.9462109483,3402.60086125708,3463.54357848836
El Salvador,SLV,"Population, total",SP.POP.TOTL,2762899,2843240,2927857,3015887,3106186,3197863,3290411,3383701,3477742,3572707,3668595,3765166,3861931,3958323,4053713,4147525,4239675,4329964,4417516,4501316,4580704,4655364,4725720,4792903,4858532,4923860,4988943,5053714,5119035,5185943,5254984,5326657,5400331,5474000,5544945,5611115,5671925,5727755,5778706,5825187,5867626,5905962,5940303,5971535,6000775,6028961,6056478,6083475,6110301,6137276,6164626,6192560,6221246,6250777,6281189,6312478,6344722,6377853
Equatorial Guinea,GNQ,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,645.544405543079,645.527130262814,613.079210652012,594.920485670849,558.969580596202,594.511974224745,554.207467407727,557.807078521036,555.321324870288,532.85130834621,507.895779429347,486.984677763978,635.249741831416,682.164150092276,768.866811590765,871.588665703865,1398.89266070311,3364.35289935585,4002.27095204312,4831.0726534306,5484.30083211726,8603.95567942875,9867.56210256795,10788.0289067518,14266.9279168741,15941.6469781702,16413.5404083651,18075.1767611423,20333.9404431737,19684.6970059263,17136.4456757583,17461.5519241769,18106.3366583104,16634.7676730409,16028.2495373991,14001.5991259087,12317.714226203,11486.6109582173
Equatorial Guinea,GNQ,"Population, total",SP.POP.TOTL,255323,258947,262590,266598,271457,277396,284868,293440,301353,306233,306515,301666,292585,281021,269426,259747,252194,246677,244485,247078,255325,270063,290617,314475,338086,358896,376024,390173,402326,414138,426846,440624,455148,470610,487140,504871,523999,544636,566673,589938,614323,639762,666407,694611,724817,757317,792217,829327,868418,909111,951104,994290,1038593,1083746,1129424,1175389,1221490,1267689
Eritrea,ERI,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,378.195428852937,431.785457796836,525.724216825098,539.926147948884,584.953704958787,622.236645893419,620.91748468562,606.325512678544,571.603230594319,603.105100089818,601.034246875246,565.725053670377,556.035639862693,554.488199426537,535.929673118151,532.231477277782,471.166624825861,480.608925018737,482.1490904235,514.179598235775,..,..,..,..,..,..
Eritrea,ERI,"Population, total",SP.POP.TOTL,1397491,1432640,1469645,1508273,1548187,1589179,1631147,1674204,1718525,1764343,1811878,1861199,1912302,1965160,2019717,2075965,2133723,2193068,2254450,2318495,2385540,2454766,2525521,2598410,2674289,2753151,2837111,2924349,3006361,3071771,3113311,3127297,3118582,3099047,3085443,3090159,3116379,3161350,3224223,3302263,3392801,3497124,3614639,3738265,3858623,3969007,4066648,4153332,4232636,4310334,4390840,4474690,..,..,..,..,..,..
Estonia,EST,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7313.74090418016,7817.60463830299,8840.26105693513,9293.07550974244,9186.39295449766,10108.2052912574,10816.6031531195,11546.7726523663,12481.1896137323,13346.3983138309,14681.2253747477,16285.0067216,17627.0297205183,16716.5031632479,14282.6034990097,14638.6048173457,15798.6327787681,16538.2125958308,16918.5871147773,17453.3671329897,17733.9576552073,18094.587299874,18977.3943983974
Estonia,EST,"Population, total",SP.POP.TOTL,1211537,1225077,1241623,1258857,1277086,1294566,1308597,1318946,1331214,1345249,1360076,1376955,1392518,1405951,1418169,1429352,1439576,1450211,1460188,1468333,1477219,1487666,1498414,1508745,1518617,1528781,1540190,1552221,1561900,1568131,1569174,1561314,1533091,1494128,1462514,1436634,1415594,1399535,1386156,1390244,1396985,1388115,1379350,1370720,1362550,1354775,1346810,1340680,1337090,1334515,1331475,1327439,1322696,1317997,1314545,1315407,1315790,1315480
Eswatini,SWZ,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,1186.00262899294,1311.12728653574,1342.36546343629,1420.3256908349,1457.12743795962,1609.99334827647,1528.02231507092,1496.02208811344,1469.29358579524,1468.91391820653,1602.42666632642,1784.10485721832,1754.30790786156,1723.936618444,1771.87405669667,1773.57916434321,1912.02955212031,2098.52708310325,2142.10512948308,2325.06834214689,2720.02952535501,2692.12171084386,2716.37078592712,2746.21316371564,2759.14266591056,2835.03905247619,2881.07516785941,2904.69558489327,2916.38907723734,2946.11066801898,2953.2323032543,2952.508373425,3059.013874335,3158.82609806071,3250.39921733781,3411.67334043328,3568.85727649788,3668.48073354962,3633.31558890759,3622.1120004461,3690.23922847955,3704.14065778865,3807.74132136395,3977.9764266223,3980.77444806893,3923.88968016935,3906.26187791264,3914.01685925031
Eswatini,SWZ,"Population, total",SP.POP.TOTL,349174,357453,365636,373897,382469,391546,401183,411352,422140,433588,445729,458605,472230,486561,501512,517024,533214,550118,567559,585344,603372,621276,639237,658320,679976,705085,734243,766707,800456,832682,861373,885623,906034,924025,941774,960792,981764,1003995,1026009,1045629,1061468,1072927,1080930,1087392,1095053,1105873,1120514,1138434,1158897,1180675,1202843,1225258,1248158,1271456,1295097,1319011,1343098,1367254
Ethiopia,ETH,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,227.783443542875,223.57765988657,234.726716121728,220.927145248845,190.140249700267,201.974532556495,222.709598908562,216.663971471482,208.786873814036,207.219781415404,185.729900467258,163.623280621142,178.608647306301,177.994872815621,182.708878237354,199.005021700008,199.111302852145,186.661401899107,190.691548272396,196.504962197176,206.743143498219,203.905912851548,193.866915123197,214.044831566806,232.783200207957,251.0560465436,272.39119804668,293.853313282981,311.367743764672,341.309909200504,369.584420036853,391.131795305971,421.384135742307,452.778236052888,487.290010568135,511.187426515801,549.847872764768
Ethiopia,ETH,"Population, total",SP.POP.TOTL,22151278,22671190,23221389,23798429,24397024,25013626,25641376,26281208,26946079,27654161,28415077,29245207,30132580,31025115,31851708,32566821,33146891,33622390,34068316,34590226,35264898,36120288,37136848,38285883,39518801,40800343,42120730,43493283,44932064,46458913,48086516,49821083,51647768,53532956,55431123,57309880,59155148,60976450,62794151,64640054,66537331,68492257,70497192,72545144,74624405,76727083,78850689,81000409,83184892,85416253,87702670,90046756,92444183,94887724,97366774,99873033,102403196,104957438
Faroe Islands,FRO,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,47397.9029229641,..,..,..,..,..,..,..
Faroe Islands,FRO,"Population, total",SP.POP.TOTL,34661,35115,35570,36014,36454,36900,37334,37768,38200,38646,39083,39537,40009,40486,40955,41407,41848,42275,42693,43101,43514,43917,44307,44700,45122,45573,46077,46621,47117,47466,47594,47457,47101,46640,46250,46040,46058,46251,46580,46937,47258,47526,47769,47974,48143,48285,48383,48448,48485,48517,48550,48608,48666,48747,48842,48965,49117,49290
Fiji,FJI,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,1774.20573816305,1774.50063649644,1775.60117833445,1825.16453626879,1853.66169273607,1751.37948333341,1705.63559440035,1887.44738891863,1992.03716065106,2000.58632827665,2207.62638196224,2310.56226418753,2432.21187136774,2659.33517112728,2674.06743742732,2635.99550314734,2657.76283757061,2764.15282903155,2764.43392750186,3041.52014199017,2928.12849940907,3038.38659747777,2783.01832995999,2605.76013717755,2764.07048255864,2594.705242333,2768.9959388615,2574.4436163358,2594.76347888397,2781.21121460971,2926.35162098871,2820.84003366271,2956.49941185905,2977.50254445115,3085.86438143906,3122.91340774269,3235.35729998179,3130.72019088012,3141.87758042866,3392.17276350373,3315.06747465363,3368.93086045079,3470.4582668619,3501.14096814111,3678.9257844854,3689.06738165446,3732.00347538386,3667.45254127608,3667.86084312716,3580.397018652,3651.96678405546,3719.88948038608,3744.27710899852,3894.26253829577,4084.19978653398,4211.05887799892,4195.96809601537,4322.98623766442
Fiji,FJI,"Population, total",SP.POP.TOTL,393386,407156,421577,436208,450450,463883,476324,487913,498892,509658,520529,531601,542814,554107,565388,576595,587520,598259,609345,621538,635255,650955,668198,685391,700366,711661,718548,721725,722917,724624,728628,735473,744531,755026,765667,775498,784476,792860,800315,806494,811223,814218,815691,816628,818354,821817,827411,834812,843340,851967,859950,867086,873596,879715,885806,892149,898760,905502
Finland,FIN,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,12195.3280642679,13030.4598838557,13328.0819160592,13668.9439277653,14305.2131504321,15013.6629711267,15312.4118896814,15560.0180099671,15847.1013080792,17377.4406915854,18373.79065166,18783.1262896109,20116.0057692322,21399.0003808903,21976.2295032349,22273.7930840788,22283.2264036494,22274.2003438967,22858.8148888497,24424.2996337101,25660.5878865097,25882.2072097247,26532.2091838819,27197.7146200217,27922.2839315644,28789.4867096145,29478.4277861699,30441.1315800312,31934.1075100946,33437.8844069668,33514.9230312744,31360.954387065,30148.4350073736,29782.5435266688,30822.6083597141,31997.004165002,33059.0966943048,35021.5866269695,36824.847965247,38372.2220413352,40450.3733748937,41399.9435810574,41993.6890221885,42729.0244671581,44277.8427026504,45353.2599997077,47011.657598012,49239.1939572439,49363.6971964824,45065.7534943592,46202.4151628454,47171.0220648002,46277.5562828706,45715.6468163534,45239.3688031623,45151.5121556712,45983.3133332131,47057.6190471053
Finland,FIN,"Population, total",SP.POP.TOTL,4429634,4461005,4491443,4523309,4548543,4563732,4580869,4605744,4626469,4623785,4606307,4612124,4639657,4666081,4690574,4711440,4725664,4738902,4752528,4764690,4779535,4799964,4826933,4855787,4881803,4902206,4918154,4932123,4946481,4964371,4986431,5013740,5041992,5066447,5088333,5107790,5124573,5139835,5153498,5165474,5176209,5188008,5200598,5213014,5228172,5246096,5266268,5288720,5313399,5338871,5363352,5388272,5413971,5438972,5461512,5479531,5495303,5511303
France,FRA,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,12991.2677157891,13524.4492898749,14224.481981772,14775.0591562818,15532.6347258984,16087.9229861581,16764.2319210598,17409.9659363379,18023.8108375959,19148.5087760733,20058.6816797054,20951.6528120921,21705.1608504203,22866.7209449323,23652.7613411661,23261.1280785167,24136.1347756493,24867.5019495597,25770.5756498831,26599.3766427339,26919.1943109963,27089.3661778818,27633.2437984653,27832.1386790419,28099.0714163019,28391.8294326453,28887.9793413264,29452.1406977034,30657.6459435035,31801.8743779472,32543.9424217428,32855.9959897504,33216.0089959065,32869.7789732528,33515.7135122261,34091.167447884,34442.184394041,35122.7462838501,36237.9630044732,37280.3410691582,38460.6821008145,38928.03030647,39078.198702169,39120.1961408612,39915.2645417897,40252.4182186225,40922.0832260575,41630.09373701,41478.9374058427,40052.3051204039,40638.33400426,41283.1481006903,41158.8849843807,41183.510959426,41374.7612490442,41642.3104260915,41968.9815739992,42567.7436477565
France,FRA,"Population, total",SP.POP.TOTL,46814237,47444751,48119649,48803680,49449403,50023774,50508717,50915456,51276054,51638260,52035095,52480421,52959228,53441264,53882416,54252574,54541493,54764462,54947975,55130594,55340782,55585824,55858727,56156284,56470769,56795686,57132691,57482591,57836486,58182702,58512808,58559311,58851217,59106768,59327192,59541899,59753100,59964851,60186288,60496718,60912500,61357430,61805267,62244886,62704895,63179351,63621381,64016227,64374989,64707044,65027507,65342775,65659789,65998660,66316092,66593366,66859768,67118648
French Polynesia,PYF,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
French Polynesia,PYF,"Population, total",SP.POP.TOTL,78076,80703,83651,86837,90132,93438,96732,100029,103386,106857,110495,114313,118279,122356,126486,130619,134748,138864,143032,147296,151708,156243,160888,165613,170396,175204,180075,184950,189738,194252,198375,202016,205266,208345,211579,215196,219283,223731,228376,232952,237258,241273,245006,248499,251775,254886,257832,260594,263179,265581,267820,269843,271703,273528,275484,277690,280208,283007
Gabon,GAB,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,4377.43887716082,4974.19455373186,5285.61436575486,5537.47976059107,5706.5154621317,6080.80258605108,6237.25747392717,6361.82907167684,6382.56380378176,6752.46262408039,7189.1791719985,7773.71783065597,8494.2091688663,9186.84393066925,12571.4342558173,14683.6365582897,19493.0771602769,16663.7689980829,12365.5503404612,12130.8477048169,12139.8147611121,12443.8846056659,11755.4525406873,12096.7444961206,12665.9821334832,12042.60242087,11624.5475444514,9369.58487106248,10284.6680204517,10860.3602385188,11117.2374018987,11483.1019655253,10835.2516913957,10969.9390829129,11085.3540324368,11342.3700028602,11459.6226253622,11816.7070007794,11925.9540901045,10593.3912129296,10137.6955007931,10098.7458923011,9823.39280188821,9789.01945451056,9595.98904039816,9579.49343653475,9041.80329033564,9299.59729019878,8715.58164914415,8450.06088017998,8754.14223448139,9060.71428446627,9212.45685384936,9408.19443989874,9508.2845859539,9598.44125205238,9552.7835336818,9442.02628324643
Gabon,GAB,"Population, total",SP.POP.TOTL,499184,504167,509806,516265,523789,532511,542557,553823,565873,578108,590118,601731,613123,624621,636696,649716,663770,678774,694732,711533,729159,747587,766855,787013,808083,830085,853027,876863,901458,926622,952212,978223,1004676,1031504,1058663,1086137,1113994,1142324,1171224,1200773,1231122,1262259,1294409,1328146,1364205,1403126,1444844,1489193,1536411,1586754,1640210,1697101,1756817,1817271,1875713,1930175,1979786,2025137
"Gambia, The",GMB,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,..,..,..,..,..,..,422.353636326845,414.076767432048,443.950142152578,444.026945894958,459.246611669142,446.070135577124,433.631310901853,458.925758041985,470.861100709048,513.415687745695,535.397274704189,538.348947450942,556.211926771259,532.574190509502,547.975758706108,547.129799961141,523.849892535355,559.267811371133,556.02493455109,528.161393833329,525.03176546862,512.808160000037,511.02851373777,517.765310411161,515.330478440116,513.051275939594,514.022905550303,514.466447854607,501.111615158668,491.594016852015,488.556239236962,498.203641848062,501.083534361185,517.776709266947,530.102407227188,543.786219160641,509.722542231702,527.505574199683,546.77603340642,524.513949077243,513.755511404261,515.773110969305,528.372791498616,544.959790809939,562.483781687741,521.612703725505,533.77804430113,542.133088782248,530.318853371274,536.414127007992,531.919405879094,534.269483616798
"Gambia, The",GMB,"Population, total",SP.POP.TOTL,367928,376737,383523,389072,394553,400861,408180,416339,425510,435798,447285,460194,474539,489861,505512,521070,536409,551817,567831,585157,604369,625411,648210,673238,701104,732096,766589,804125,843050,881138,916808,949493,979718,1008358,1036829,1066223,1096708,1128169,1160944,1195420,1231844,1270495,1311349,1354194,1398573,1444204,1491021,1539116,1588572,1639560,1692149,1746363,1802125,1859324,1917852,1977590,2038501,2100568
Georgia,GEO,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,..,..,..,..,..,1785.34248699322,1898.05095378666,1996.99463376005,2067.15195070842,2145.75223161874,2381.25034848685,2414.82700652594,2458.35341580785,2594.76932794942,2798.91412990482,2983.40118282159,3142.57329591464,3336.48244865536,3563.48866009314,3798.06157051451,3938.53276208117,4112.12083863114,4159.06363228522,4300.02485734766,4494.83904810225,4675.78665728529,4255.56225613932,4274.68353829925,4467.71029895101,4135.37309537197,3524.77875194114,2761.55505584064,1509.87726855989,1059.31042082516,958.806215864623,1010.25067936499,1152.09155715752,1297.0231891992,1350.49668758066,1400.10401611843,1436.87949686198,1516.87988282866,1610.70725347025,1812.11176218722,1943.55870108073,2158.09453289606,2391.41464669155,2722.15153092876,2821.08074275611,2753.63926595848,2964.47703373088,3220.39134823083,3469.67170117485,3633.74088304533,3851.7234153923,3973.21934830931,4083.99815844957,4290.16785017122
Georgia,GEO,"Population, total",SP.POP.TOTL,3645600,3703600,3760300,3816100,3870300,3921600,3966700,4005800,4042300,4080300,4119900,4163000,4205300,4242500,4279500,4311200,4342400,4372100,4397700,4430200,4467700,4504500,4542800,4582900,4622200,4662900,4704500,4743500,4790700,4803300,4802000,4835900,4873500,4911100,4861600,4734000,4616100,4531600,4487300,4452500,4418300,4386400,4357000,4301000,4245000,4190000,4136000,4082000,4030000,3978000,3926000,3875000,3825000,3776000,3727000,3717100,3719300,3717100
Germany,DEU,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,19624.7497590296,20202.4337430061,20970.6264326325,21903.4035074806,22089.7489661836,21980.0878897735,23167.0592614971,23996.7729121627,24740.2365269267,25755.6578068766,26064.3893139114,26162.4546274364,26083.9521450124,26563.6449361397,27408.0998134019,28108.8930128788,28738.6826117652,29096.9101849167,30057.941478281,30988.589460293,32337.1010226197,33742.2192171049,34130.852397553,33583.0060357251,34289.1247492873,34782.5686253047,34965.6908864708,35560.2092859448,36258.6744317081,36955.2896071002,37998.4253119991,38577.7256293297,38512.9200411024,38218.3496455934,38673.8881132052,38969.3216980632,40456.8573802769,41831.8670883098,42365.0974955812,40086.1047594417,41785.556912554,44125.3314116503,44259.2599053983,44354.7368865267,45022.5653486423,45412.5568082313,45923.0075696152,46747.1924708096
Germany,DEU,"Population, total",SP.POP.TOTL,72814900,73377632,74025784,74714353,75318337,75963695,76600311,76951336,77294314,77909682,78169289,78312842,78688452,78936666,78967433,78673554,78336950,78159814,78091820,78126350,78288576,78407907,78333366,78128282,77858685,77684873,77720436,77839920,78144619,78751283,79433029,80013896,80624598,81156363,81438348,81678051,81914831,82034771,82047195,82100243,82211508,82349925,82488495,82534176,82516260,82469422,82376451,82266372,82110097,81902307,81776930,80274983,80425823,80645605,80982500,81686611,82348669,82695000
Ghana,GHA,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,1053.28024598936,1055.41237412094,1064.83106742054,1078.56759858164,1071.60515941393,1058.48509341864,990.238079019529,999.605892373651,983.330231668237,1020.50270566286,1093.72902193797,1120.75722516165,1062.04029218852,1061.52748741549,1104.25184900134,944.635717046546,893.826675744963,899.223596562948,959.93428810963,918.383787057145,901.253753711165,844.996005366151,761.126431204932,701.535496780606,736.444072595448,749.287427356805,764.901182030968,779.1552143419,800.860784653623,819.143780562993,823.591859603052,843.381992238033,852.059451817242,869.073324138618,873.907735993395,886.487912238085,904.348733209221,919.651570204466,940.046971063211,957.97972645161,969.235543697795,982.944825383611,1001.25024600748,1026.41105302974,1056.01343699599,1089.48179646328,1129.25348363069,1147.88069874962,1220.72836585507,1247.46306578825,1312.60755731025,1460.66002192631,1558.47590010693,1633.5142468153,1659.79667456045,1684.7275781517,1708.77991775341,1813.83558289885
Ghana,GHA,"Population, total",SP.POP.TOTL,6652287,6866539,7085464,7303432,7513289,7710549,7890992,8057444,8221020,8397347,8596983,8827273,9083573,9350111,9604276,9831407,10023472,10189890,10354499,10550777,10802028,11117605,11488106,11895125,12311158,12716228,13104296,13481406,13854214,14233874,14628260,15039514,15463854,15896432,16330174,16760467,17185608,17608812,18036494,18477612,18938762,19421605,19924522,20446782,20986536,21542009,22113425,22700212,23298640,23903831,24512104,25121796,25733049,26346251,26962563,27582821,28206728,28833629
Gibraltar,GIB,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Gibraltar,GIB,"Population, total",SP.POP.TOTL,23394,23786,24284,24848,25454,26041,26612,27174,27694,28159,28560,28869,29104,29278,29427,29578,29742,29902,30049,30177,30272,30334,30381,30383,30325,30207,30004,29744,29469,29262,29164,29212,29379,29623,29895,30147,30382,30594,30801,30991,31180,31374,31544,31720,31896,32085,32296,32510,32732,32956,33189,33405,33623,33831,34038,34228,34408,34571
Greece,GRC,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,6779.88678295592,7476.29745734067,7545.85721616941,8279.94280731231,8931.28391212882,9724.57220201183,10241.8149619167,10715.5882974665,11355.5742613309,12434.2251126829,13392.3081358857,14379.9007450618,15738.2824730944,16934.8024450683,15786.2695800376,16634.4748313228,17500.3129206643,17782.1208458912,18825.0906239721,19202.0550826147,19143.1241110279,18677.4750732207,18352.4398564881,18049.1837420238,18320.5841977454,18707.5689832413,18742.3160580413,18257.8040269463,18971.6435058095,19590.0677863798,19383.934648323,19746.3821359444,19733.2904130851,19303.6669844654,19591.3995220489,19909.5296030908,20389.3180153866,21198.7906496062,21902.738778458,22489.3159600447,23275.4443060502,24111.4174535329,24965.5940271221,26349.2773362358,27614.4059346282,27698.5106148475,29176.3928664896,30054.8893883805,29874.7434456727,28514.8100942614,26917.7589787254,24495.7111345202,22830.5267787719,22251.2572924131,22565.6804825426,22648.7698813993,22687.6003260908,23027.4134527969
Greece,GRC,"Population, total",SP.POP.TOTL,8331725,8398050,8448233,8479625,8510429,8550333,8613651,8684088,8740765,8772764,8792806,8831036,8888628,8929086,8962022,9046541,9188150,9308479,9429959,9548258,9642505,9729350,9789513,9846627,9895801,9934300,9967213,10000595,10036983,10089498,10196792,10319927,10399061,10460415,10512922,10562153,10608800,10661259,10720509,10761698,10805808,10862132,10902022,10928070,10955141,10987314,11020362,11048473,11077841,11107017,11121341,11104899,11045011,10965211,10892413,10820883,10775971,10760421
Greenland,GRL,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,15656.4729016411,17401.3188157865,18055.461814736,19008.827909677,19890.5550639839,19978.734734742,21126.7150112384,23130.1993274424,24621.5604407947,25610.1031611625,27499.3834842896,27248.0986152271,25790.9724005255,26375.3367208026,24724.4610195573,25387.6140366334,27036.990708914,28211.9211584797,29412.2423364339,31087.3204227791,27295.9523444254,27314.107194088,26011.6275626403,24748.533678432,26073.0270997514,26899.8018575843,27262.4139043324,27613.480696594,29702.688972125,30111.9577032899,32193.0025213682,32514.7598494986,32051.665664368,33380.2099332889,35645.6010702786,37352.8925366913,39539.9157055674,40626.7814272793,43305.7027608534,43684.587199796,43988.3324931946,43781.4625641366,44454.3735497748,43954.0216096558,46443.7634176959,46738.0622579051,50255.1169982346,..
Greenland,GRL,"Population, total",SP.POP.TOTL,32500,33700,35000,36400,37600,39200,40500,41900,43400,44900,46400,47200,48300,49000,49500,49600,49700,49400,49200,49600,50200,51000,51500,52100,52700,53200,53500,54100,54800,55300,55600,55500,55300,55200,55500,55800,55900,56000,56100,56100,56200,56350,56609,56765,56911,56935,56774,56555,56328,56323,56905,56890,56810,56483,56295,56114,56186,56171
Grenada,GRD,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2945.87939793918,3141.93739754743,3336.86958885053,3302.72844596218,3295.38084983003,3338.44201855987,3355.40120801134,3388.50547844735,3538.39645107939,3783.98216633515,4159.92185586253,4340.90833657111,4559.93712087043,4771.77603989269,4829.31432754369,4751.55843072468,4606.02557098035,4632.19844743426,4690.73010271514,4872.62187948076,5100.51161033182,5688.94410177693,6073.98598655091,6359.78271479599,6216.99579348076,6414.88500073995,7003.12552976157,6938.73824808453,7837.35209468164,7501.8421519713,7936.04140516154,7984.84152465942,7430.56389412348,7365.6666592364,7393.88830636824,7280.33653007385,7421.47854069806,7932.66825873697,8406.77483120468,8676.33919559901,8957.592461052
