Country Name,Country Code,Series Name,Series Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017]
Afghanistan,AFG,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,364.570572951991,376.758714204473,364.095436021804,389.416357791097,397.985904741902,440.368155343632,444.950137932355,524.823533211573,553.300289383064,569.233387721432,630.427412567377,633.658411271767,630.320014012209,620.05652498092,617.889972323552,618.332789965442
Afghanistan,AFG,"Population, total",SP.POP.TOTL,8996351,9166764,9345868,9533954,9731361,9938414,10152331,10372630,10604346,10854428,11126123,11417825,11721940,12027822,12321541,12590286,12840299,13067538,13237734,13306695,13248370,13053954,12749645,12389269,12047115,11783050,11601041,11502761,11540888,11777609,12249114,12993657,13981231,15095099,16172719,17099541,17822884,18381605,18863999,19403676,20093756,20966463,21979923,23064851,24118979,25070798,25893450,26616792,27294031,28004331,28803167,29708599,30696958,31731688,32758020,33736494,34656032,35530081
Albania,ALB,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2110.63321786369,2187.64280609897,2205.05294417041,2182.63191793138,2110.44142829518,2104.30858368632,2180.37209056524,2120.42283887391,2051.24357018799,2193.2638245449,1947.8835449081,1379.8169783237,1288.25896491087,1420.57328795871,1547.95435292012,1764.69929632752,1937.29007198088,1738.16646043428,1906.71726144227,2177.89663307357,2337.9423863713,2547.37731608619,2663.14047692587,2827.45577750698,3001.40861793158,3189.39511117692,3383.89372561197,3610.72755370642,3775.38098775973,3928.33863824236,4094.35883191918,4210.08219850607,4276.92155019231,4327.64451802716,4413.56158290959,4524.64443153606,4683.80021257139,4868.1973465433
Albania,ALB,"Population, total",SP.POP.TOTL,1608800,1659800,1711319,1762621,1814135,1864791,1914573,1965598,2022272,2081695,2135479,2187853,2243126,2296752,2350124,2404831,2458526,2513546,2566266,2617832,2671997,2726056,2784278,2843960,2904429,2964762,3022635,3083605,3142336,3227943,3286542,3266790,3247039,3227287,3207536,3187784,3168033,3148281,3128530,3108778,3089027,3060173,3051010,3039616,3026939,3011487,2992547,2970017,2947314,2927519,2913021,2905195,2900401,2895092,2889104,2880703,2876101,2873457
Algeria,DZA,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,2466.03823773921,2078.22193264149,1628.38872469851,2133.31860696595,2200.81387552427,2276.14699806443,2107.80039069983,2242.45041658515,2414.01669523072,2543.56326506323,2691.80231716574,2321.35040216342,2877.74526458977,2906.70050213366,3039.42057095695,3104.49357283744,3270.68035550656,3345.37801658058,3548.90006516235,3702.77744976188,3620.70353744051,3616.0163127638,3729.25717804288,3809.80376338816,3900.85047953641,3924.70927125649,3825.90401773088,3691.64755540573,3554.62274036993,3613.14659345199,3550.03267154172,3422.63861820934,3403.90345222401,3259.84367977166,3164.8985771543,3223.55756040321,3297.86337455833,3281.10213909542,3397.41019779189,3457.13704649758,3541.07203679729,3600.4372541096,3754.51627515001,3974.17503202227,4091.1442350798,4273.31275146765,4282.32823091748,4359.37574752245,4390.49963275957,4386.03889558891,4463.39467488951,4504.92009813206,4564.43501678967,4596.21962738807,4675.88502447667,4759.5952415194,4827.72425138732,4825.17858541283
Algeria,DZA,"Population, total",SP.POP.TOTL,11124888,11404859,11690153,11985136,12295970,12626952,12980267,13354197,13744387,14144438,14550034,14960109,15377093,15804428,16247113,16709099,17190239,17690184,18212326,18760761,19337715,19943664,20575701,21228289,21893853,22565905,23241272,23917897,24591492,25257672,25912367,26554329,27181094,27786259,28362253,28904298,29411415,29886839,30335732,30765613,31183660,31592153,31995046,32403514,32831096,33288437,33777915,34300076,34860715,35465760,36117637,36819558,37565847,38338562,39113313,39871528,40606052,41318142
American Samoa,ASM,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10613.9115418862,10630.4536535068,10661.173537835,10644.5810685804,10282.4565949728,10619.6136467331,10500.3858391248,10199.0601502139,10352.8227618312,10442.7264995652,10000.3110739949,9711.11271653165,9779.88348722076,9884.11186605049,9614.47267179797,..
American Samoa,ASM,"Population, total",SP.POP.TOTL,20013,20486,21117,21882,22698,23520,24321,25116,25885,26614,27292,27916,28492,29014,29488,29932,30321,30689,31102,31673,32457,33493,34738,36160,37688,39241,40837,42450,44047,45593,47038,48375,49593,50720,51803,52868,53929,54941,55901,56770,57521,58175,58731,59117,59264,59118,58650,57903,57030,56227,55637,55320,55230,55307,55437,55537,55599,55641
Andorra,AND,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,42137.5189947395,41883.1412123491,43051.2231750558,44201.7280770732,44648.3822216412,43158.00760544,43079.8158044325,42958.8938568115,42339.3340715661,41041.8667765521,40495.698015877,38896.6259416659,37756.4209028065,36776.5149572427,35820.9317453704,35095.9925402225,34744.3924512447,35204.9894579815,35546.6495470777,35831.6208246801,35780.5196725988,35291.7114092924,34278.6471002551,32766.0596707401,32633.8251274783,32917.6488213571,34175.2600684125,37293.2824132908,38595.7232096964,40035.4824490851,40801.5421300322,41420.8461776969,42396.3023980284,45519.4923839434,47032.8668884706,48831.9293599384,49708.4004893013,48710.6646202996,43900.9517028654,41979.8659013974,39736.3540626699,38205.7710887919,38190.5865853723,39104.301849019,40785.0492283396,41765.9203531235,42958.558392534,43942.9381865109
Andorra,AND,"Population, total",SP.POP.TOTL,13411,14375,15370,16412,17469,18549,19647,20758,21890,23058,24276,25559,26892,28232,29520,30705,31777,32771,33737,34818,36067,37500,39114,40867,42706,44600,46517,48455,50434,52448,54509,56671,58888,60971,62677,63850,64360,64327,64142,64370,65390,67341,70049,73182,76244,78867,80991,82683,83861,84462,84449,83751,82431,80788,79223,78014,77281,76965
Angola,AGO,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2333.59793102826,2154.99743566209,2079.06121325516,2090.16552445921,2141.03709084387,2146.68484997307,2145.83321650625,2174.26654684678,2248.26345202992,2189.62448746567,2054.29484729375,2011.52777624208,1833.49114398725,1348.48435776496,1323.34466977685,1476.23116887027,1628.99484387189,1700.3918548999,1732.4719666377,1720.82535943688,1720.41165371853,1735.52192801493,1906.52920315211,1924.28658593245,2046.82617813531,2387.8254144866,2741.71228334124,3259.2323217716,3579.70277416979,3537.61988847575,3531.41687831962,3539.5430776984,3592.62377074887,3705.25535150932,3746.66048817404,3729.0035408607,3576.18689373314,3484.59951491702
Angola,AGO,"Population, total",SP.POP.TOTL,5643182,5753024,5866061,5980417,6093321,6203299,6309770,6414995,6523791,6642632,6776381,6927269,7094834,7277960,7474338,7682479,7900997,8130988,8376147,8641521,8929900,9244507,9582156,9931562,10277321,10609042,10921037,11218268,11513968,11827237,12171441,12553446,12968345,13403734,13841301,14268994,14682284,15088981,15504318,15949766,16440924,16983266,17572649,18203369,18865716,19552542,20262399,20997687,21759420,22549547,23369131,24218565,25096150,25998340,26920466,27859305,28813463,29784193
Antigua and Barbuda,ATG,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4429.54255251132,4595.40355685556,4952.92044732024,5363.42302580371,5596.68643314411,5639.6857834531,6009.30273201763,6705.70254770422,7315.8166233318,8272.02435806321,8945.48375466537,9522.29417834039,10087.2651462129,10380.307825656,10509.9922411754,10457.7140897922,10772.0218720648,11205.8221937841,10440.7068934545,10834.6287714332,11117.0947807136,11335.1285555574,11470.9864981247,11981.9163616222,11191.1025838328,11147.2635831983,11683.4625522884,12218.7448552698,12857.1643042881,14325.4810226446,15466.9527954497,15278.8740470609,13270.6971014231,12174.6978594572,11789.7990769713,12069.8113772725,11928.2184658505,12403.5282209861,12771.7675773519,13315.5086311154,13618.3597014332
Antigua and Barbuda,ATG,"Population, total",SP.POP.TOTL,55339,56144,57144,58294,59524,60781,62059,63360,64655,65910,67098,68188,69176,70066,70878,71609,72285,72875,73324,73528,73442,73066,72448,71639,70725,69782,68809,67845,67058,66627,66696,67307,68427,69938,71719,73619,75628,77739,79851,81831,83584,85057,86266,87293,88257,89253,90301,91381,92478,93581,94661,95719,96777,97824,98875,99923,100963,102012
Argentina,ARG,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,5605.19172213837,5815.2335573695,5675.06004288477,5290.76622217599,5738.59769021983,6251.32182035585,6120.71218384643,6226.99775509462,6434.95377674533,6954.7641154732,7056.8480638535,7335.75913605167,7329.92115775342,7407.36675350676,7685.85721205637,7559.14374920499,7291.84042863613,7681.01757078943,7227.56412439979,7849.36333967784,8052.68965458607,7478.13043222079,6996.96291844645,7154.41125458419,7198.71994194112,6550.15032295869,6958.75247038685,7053.98564085254,6772.22301661005,6173.68498096309,5939.75691560173,6598.72263482743,7285.42942771472,7612.68115329614,7952.71155173317,7630.02227409899,7955.12765176278,8500.94036184635,8728.94765116614,8339.89438868086,8182.68650230868,7735.49336439011,6816.73485537778,7337.79203783303,7913.74312362482,8522.52273238782,9112.11316338653,9830.68091982204,10125.1262721185,9428.50254117176,10276.2604977053,10780.0156577357,10557.8853892544,10699.1977159711,10323.20693976,10498.5925297592,10206.2495504416,10398.0924648569
Argentina,ARG,"Population, total",SP.POP.TOTL,20619075,20953077,21287682,21621840,21953929,22283390,22608748,22932203,23261278,23605987,23973058,24366439,24782949,25213388,25644506,26066975,26477152,26878565,27277741,27684534,28105888,28543364,28993987,29454738,29920904,30388783,30857244,31326473,31795517,32263561,32729739,33193918,33655151,34110917,34558115,34994814,35419682,35833969,36241590,36648068,37057452,37471509,37889370,38309379,38728696,39145488,39558890,39970224,40382389,40799407,41223889,41656879,42096739,42539925,42981515,43417765,43847430,44271041
Armenia,ARM,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1796.93643165951,1601.59382254967,949.033221278773,886.032785925221,956.470885506279,1043.54314093392,1121.88162869349,1172.1368024271,1267.57528264648,1317.74192343814,1404.32146204631,1548.0758512453,1761.88827204793,2019.98486736483,2244.22017070239,2571.98575552046,2933.83347842552,3366.16218732912,3629.15770214106,3136.81172720558,3218.38165488465,3371.6728305502,3606.48055353557,3710.5757426146,3827.34319548141,3935.28877242969,3932.55461733401,4219.36854935891
Armenia,ARM,"Population, total",SP.POP.TOTL,1874120,1941491,2009526,2077575,2144998,2211316,2276031,2339124,2401140,2462925,2525065,2587706,2650484,2712781,2773747,2832757,2889579,2944379,2997411,3049105,3099751,3148092,3193686,3238594,3285595,3335935,3392256,3451942,3504651,3536469,3538165,3505251,3442810,3363098,3283660,3217342,3168215,3133086,3108684,3089017,3069588,3050655,3033897,3017806,3000612,2981259,2958500,2933056,2908220,2888584,2877311,2875581,2881922,2893509,2906220,2916950,2924816,2930450
Aruba,ABW,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,24271.9404205267,..,..,..,..,..,..,..
Aruba,ABW,"Population, total",SP.POP.TOTL,54211,55438,56225,56695,57032,57360,57715,58055,58386,58726,59063,59440,59840,60243,60528,60657,60586,60366,60103,59980,60096,60567,61345,62201,62836,63026,62644,61833,61079,61032,62149,64622,68235,72504,76700,80324,83200,85451,87277,89005,90853,92898,94992,97017,98737,100031,100832,101220,101353,101453,101669,102053,102577,103187,103795,104341,104822,105264
Australia,AUS,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,19387.3187582716,19477.7725011501,19254.5809385738,20062.6364197497,21045.6826927307,21872.0821641959,21887.6974836513,22975.294665984,23723.8455547122,24868.9917242753,26132.6728227063,26275.6310115508,26806.4175590011,27089.7541589905,27496.2612824876,27526.5558435113,27957.2030726518,28638.4431046687,28561.1916189271,29396.6719188593,29921.6676954456,30433.6217543393,30926.4554909011,29864.0346130283,30880.5249132912,32060.123834024,32817.8914273353,33132.2962715614,34446.3107322237,35178.0752218558,35896.8001527147,35304.8161534604,35033.3993460957,36093.5762995543,37134.4127461237,38093.4590737583,39054.4732355152,40151.8270685825,41554.1149362241,43143.582764184,44313.3182274174,44564.9765593132,45786.6428104711,46575.4153320454,47880.6116576619,48760.3551692531,49408.0527406883,50955.05594824,51770.9071530236,51689.9135558502,51936.8887116461,52475.6632455215,53553.2339429699,54008.7081938685,54546.2030621219,55017.2480239931,55731.4955736202,55925.9318168028
Australia,AUS,"Population, total",SP.POP.TOTL,10276477,10483000,10742000,10950000,11167000,11388000,11651000,11799000,12009000,12263000,12507000,12937000,13177000,13380000,13723000,13893000,14033000,14192000,14358000,14514000,14692000,14927000,15178000,15369000,15544000,15758000,16018400,16263900,16532200,16814400,17065100,17284000,17495000,17667000,17855000,18072000,18311000,18517000,18711000,18926000,19153000,19413000,19651400,19895400,20127400,20394800,20697900,20827600,21249200,21691700,22031750,22340024,22742475,23145901,23504138,23850784,24210809,24598933
Austria,AUT,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,13031.0315898249,13677.4642130876,13953.9500033393,14438.3566555943,15220.8197176825,15648.5266978249,16416.0054041203,16783.8896871799,17443.704979075,18474.5400142328,19573.8668769247,20483.4532861498,21628.966124242,22561.3704985125,23410.8902742626,23387.7063787301,24501.7493304065,25736.5512059217,25703.1373788812,27126.1781793457,27595.8347588735,27485.8321468879,28018.5408766777,28898.2188508896,28914.8565907991,29623.4341327814,30285.9331896605,30677.5439948851,31643.8089603984,32726.0594259348,33888.9955929164,34707.0712269201,35045.8442923391,34941.143401042,35643.0276843652,36537.9930388237,37346.0074348842,38084.7013777733,39405.4160313155,40727.4849425251,42001.2111626726,42370.9315990366,42859.3293954947,43052.6030729033,43956.5826590614,44637.8564124514,45951.7346927938,47510.2937863859,48053.4830761375,46123.4906889046,46858.0432733717,48065.3167058917,48172.2377048248,47901.3654287376,47922.3398475649,47905.5431541607,48077.8783610298,49129.2336646382
Austria,AUT,"Population, total",SP.POP.TOTL,7047539,7086299,7129864,7175811,7223801,7270889,7322066,7376998,7415403,7441055,7467086,7500482,7544201,7586115,7599038,7578903,7565525,7568430,7562305,7549425,7549433,7568710,7574140,7561910,7561434,7564985,7569794,7574586,7585317,7619567,7677850,7754891,7840709,7905633,7936118,7948278,7959017,7968041,7976789,7992324,8011566,8042293,8081957,8121423,8171966,8227829,8268641,8295487,8321496,8343323,8363404,8391643,8429991,8479823,8546356,8642699,8736668,8809212
Azerbaijan,AZE,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3118.54658676172,3049.01599483444,2324.4529766324,1760.55465085842,1394.74420894615,1216.07791710291,1219.50934895182,1277.85412406008,1392.36119355104,1482.32977280697,1633.3944354131,1781.24639507096,1955.41315045621,2158.00717069154,2357.39602637373,2949.44281843844,3923.65815354896,4851.17690871859,5262.10135550006,5639.001689405,5842.80578358576,5770.96970270605,5820.0798474712,6078.32064851423,6122.98048925179,6117.03086236702,5861.51196206606,5805.13453500275
Azerbaijan,AZE,"Population, total",SP.POP.TOTL,3895396,4030320,4171425,4315128,4456689,4592610,4721525,4843870,4960235,5071930,5180025,5284532,5385267,5483084,5579077,5674137,5768724,5863134,5957929,6053645,6150738,6249320,6349558,6452076,6557585,6666455,6778633,6893500,7010036,7126891,7159000,7271000,7382000,7495000,7597000,7685000,7763000,7838250,7913000,7982750,8048600,8111200,8171950,8234100,8306500,8391850,8484550,8581300,8763400,8947243,9054332,9173082,9295784,9416801,9535079,9649341,9757812,9862429
"Bahamas, The",BHS,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,17735.5388358685,18675.943714482,19610.0348530087,20609.9708732118,21690.1160747607,22864.4639382534,23863.2356108452,25083.7501992555,26164.4716950013,27538.6356325644,25199.4213840011,24945.1353483925,23534.5191226923,24806.5160926048,20247.5181378747,16904.7578845885,17410.7457005905,18598.8714979792,20772.2050001057,25627.2138071153,26692.0725564158,23696.7255876803,24724.1116685289,25054.7450455743,28004.8670088827,28772.8465100067,28745.5725120598,29085.109644652,29253.7690435889,30692.4138853615,29673.8110325064,27912.4220541234,26338.4497688498,25929.3525844085,26287.3099391422,27021.6239780199,27801.6624601052,28060.567507502,29071.011944117,30775.2565242455,31587.5910287405,31856.0858381733,32080.3534626775,31013.6392107287,30629.7291711957,31023.0472151871,31180.6151182587,31031.2310041983,29758.249798553,28019.1486383366,27979.1149343739,27710.1019614772,28145.3586633412,27643.3952097958,27246.4848610022,27198.9076041403,26439.0536351685,26538.945633475
"Bahamas, The",BHS,"Population, total",SP.POP.TOTL,109528,115108,121083,127333,133698,140054,146366,152609,158627,164248,169354,173863,177839,181488,185099,188882,192902,197111,201513,206032,210661,215396,220275,225187,230015,234687,239131,243393,247579,251849,256336,261116,266134,271165,275895,280150,283790,286970,290060,293572,297890,303135,309157,315746,322526,329249,335830,342328,348676,354856,360832,366568,372039,377240,382169,386838,391232,395361
Bahrain,BHR,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,21184.9828376582,19295.58521837,17290.8180745626,17906.0163509295,18304.5726983488,16926.3747444092,16571.426671545,17663.4657118083,18240.5661888089,17702.3755890439,17934.7430502843,19407.4436493518,20178.4651617478,22217.9133183868,21623.0156816472,21910.2398805927,22220.6829070812,22281.7951076819,22634.8884697697,22760.9869862741,22955.0934939164,22416.0818465599,22038.331198939,22058.7633255054,22144.4733857539,22066.0711292424,21796.0151385957,21838.0745654035,21563.650666009,20797.0052179038,20722.1038895508,20514.7563869279,20921.199710437,21799.6521659427,22390.6828514575,22436.2075318381,22291.4042492524,22111.4772372579
Bahrain,BHR,"Population, total",SP.POP.TOTL,162427,167894,173144,178140,182887,187431,191780,196063,200653,206043,212605,220312,229155,239527,251911,266543,283752,303175,323473,342798,359888,374120,385950,396454,407227,419430,433482,448973,465202,481090,495931,509765,523087,536213,549588,563699,578668,594930,613702,636545,664614,697549,735148,778711,829848,889168,958414,1035891,1114590,1185029,1240862,1278269,1300217,1315411,1336397,1371855,1425171,1492584
Bangladesh,BGD,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,370.594171598507,382.004772248412,391.489183817685,378.559952378411,407.633123637666,401.533415961706,398.708156847372,378.448326715215,401.180445699144,394.309596310703,406.030709159679,375.826580987217,317.700603668735,323.039586875878,347.980629217091,327.100950492445,337.60268601685,337.713294109014,351.707710948965,358.34779039864,351.37610417876,366.666307385361,364.53821824281,368.69402600033,376.20766114278,378.487457982543,383.812479658935,387.755874242805,386.775599124052,387.672868830259,399.483940851139,403.753798979427,416.18052405083,426.309441333235,433.412344067767,445.918917287425,456.237710100466,466.77254422232,480.868833099348,493.255219870374,509.293434722413,525.072110746691,535.246723365611,550.862805736311,570.336735954774,598.617425921471,630.04818002342,666.401447207163,698.564892037526,725.766259956842,757.671757176894,797.411680369498,839.513687185166,879.581966135063,922.161127998654,971.641988030431,1029.57797933458,1093.04927364567
Bangladesh,BGD,"Population, total",SP.POP.TOTL,48199747,49592802,51030137,52532417,54129100,55834038,57672990,59620669,61579473,63417394,65047770,66424744,67597470,68691185,69884420,71305923,72999136,74925896,77033846,79236776,81470860,83721268,86007331,88338242,90732362,93199865,95742431,98343809,100975321,103599232,106188642,108727432,111221938,113695139,116182267,118706871,121269645,123854640,126447965,129029691,131581243,134107160,136600667,139019001,141307489,143431101,145368004,147139191,148805814,150454708,152149102,153911916,155727053,157571292,159405279,161200886,162951560,164669751
Barbados,BRB,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10851.8422971392,10580.9700646806,10983.586742879,11317.7063355084,11813.0151395373,12688.1390958446,13192.999583966,12897.0231771544,12228.2991046214,12256.7515514866,12664.4076893606,12767.1447053702,13375.8300253865,13676.9881019442,14105.5269751225,14560.8896888907,14030.8453203566,13437.1443650722,12453.2183558316,12559.3050892368,12990.8345633917,13203.4416305879,13680.8233323014,14270.0027272094,14742.4900000055,14747.9611050174,15035.4473972214,14629.1663181441,14703.1253063064,14983.5439290944,15146.9699070641,15700.0726444958,16532.829867563,16762.7090633194,16708.7402231492,15974.0908706351,15959.0297922874,16011.6376990816,16003.5520167977,15951.2093230657,15901.9009285953,15998.0488021541,16273.4065921271,16503.4783580737
Barbados,BRB,"Population, total",SP.POP.TOTL,230939,231678,232586,233587,234547,235374,236044,236621,237199,237913,238848,240035,241441,242976,244539,246034,247444,248784,250032,251177,252194,253080,253841,254518,255193,255924,256736,257611,258527,259458,260374,261275,262184,263089,264015,264959,265942,266945,267950,268922,269847,270685,271478,272258,273091,274009,275039,276150,277319,278470,279569,280601,281585,282509,283385,284217,284996,285719
Belarus,BLR,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3102.46277600103,3063.72990913923,2763.64748261153,2547.87401173149,2252.41245409366,2024.69473609876,2088.35155289774,2336.31167738165,2544.63465405335,2642.24233304862,2808.69399564789,2956.5406182076,3125.5389116145,3369.17210775321,3780.63623184238,4164.36201252728,4608.93208753886,5028.32001864197,5560.38190408405,5583.93852426094,6029.3967998293,6375.34503859546,6491.67338247292,6557.10657206217,6664.09724918665,6398.68973515141,6229.20674452567,6375.81728989233
Belarus,BLR,"Population, total",SP.POP.TOTL,8198000,8271216,8351928,8437232,8524224,8610000,8696496,8785648,8874552,8960304,9040000,9115576,9188968,9257272,9317584,9367000,9411000,9463000,9525000,9584000,9643000,9710000,9776000,9843000,9910000,9975000,10043000,10111000,10140000,10170000,10189000,10194000,10216000,10239000,10227000,10194000,10160000,10117000,10069000,10026738,9979610,9928549,9865548,9796749,9730146,9663915,9604924,9560953,9527985,9506765,9490583,9473172,9464495,9465997,9474511,9489616,9501534,9507875
Belgium,BEL,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,13193.3149413605,13804.1993476581,14465.9774292722,14983.0426057267,15874.4046901559,16291.0196565313,16692.0169886591,17241.4473706698,17894.0438026985,19026.4296503728,20070.5479732956,20832.5240820801,21850.0028718164,23171.3793566533,24153.0991616343,23609.9371038687,24900.0171083108,25025.0098811635,25712.1941187834,26290.4941793372,27428.6118861353,27352.7295955632,27522.9536289161,27610.9754180225,28292.3925990391,28751.1590966802,29264.7899111196,29914.3154726966,31227.7917487716,32193.9793055008,33105.1552433006,33586.9583104952,33962.9863856718,33505.1655027068,34479.937551965,35228.3419165189,35719.8102344149,36955.6361964793,37605.2280552923,38856.0634985051,40170.4189271218,40357.370757271,40892.2177249607,41036.7982641216,42344.6948333994,42994.3636536563,43782.1395544946,44960.7978629635,44956.3673344759,43591.2718827821,44380.1766327308,44556.0368071799,44337.5767700468,44209.7433543915,44676.6607293383,45052.3653466121,45457.8993419591,46078.9290873069
Belgium,BEL,"Population, total",SP.POP.TOTL,9153489,9183948,9220578,9289770,9378113,9463667,9527807,9580991,9618756,9646032,9655549,9673162,9711115,9741720,9772419,9800700,9818227,9830358,9839534,9848382,9859242,9858982,9856303,9855520,9855372,9858308,9861823,9870234,9901664,9937697,9967379,10004486,10045158,10084475,10115603,10136811,10156637,10181245,10203008,10226419,10251250,10286570,10332785,10376133,10421137,10478617,10547958,10625700,10709973,10796493,10895586,11047744,11128246,11182817,11209057,11274196,11331422,11372068
Belize,BLZ,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,1072.46634260442,1093.58687436345,1115.51260836849,1138.30724581886,1161.53392771519,1183.7738043707,1203.63677603739,1225.29045481547,1277.37249090434,1306.57540231887,1336.65355452179,1360.50392236172,1471.72742289853,1524.78188362483,1704.99670096739,1740.36879321917,1715.48494222329,1802.36748511474,1917.47094820066,2027.46758674584,2288.80068857562,2264.75222366621,2199.6971440665,2093.64356710567,2074.39643056479,2038.38100093768,2073.20486457227,2242.87624258294,2385.6333854209,2632.62745358041,2849.03459347252,3089.23044045696,3404.20680748937,3557.4772563526,3491.40076155601,3424.08611479284,3363.89631145811,3358.51052496872,3352.85453866553,3513.85527628729,3838.89248817263,3910.1872567279,3997.12068452635,4257.48738791646,4343.17724006303,4342.12889141106,4424.43737866722,4358.46900107434,4385.17593228253,4307.22111778001,4344.15017661252,4333.36177568641,4397.77064072342,4332.88253596202,4411.85597894008,4482.4966466489,4367.49987563697,4315.22498884922
Belize,BLZ,"Population, total",SP.POP.TOTL,92064,94703,97384,100164,103069,106119,109347,112692,116061,119261,122182,124793,127150,129294,131307,133260,135147,136989,138965,141305,144155,147566,151500,155822,160347,164921,169568,174320,179028,183469,187552,191126,194317,197616,201674,206963,213676,221606,230284,239026,247315,254984,262206,269130,276089,283277,290747,298407,306165,313929,321608,329192,336701,344181,351694,359288,366954,374681
Benin,BEN,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,520.404179984985,529.297338642614,503.599084051538,519.130656001452,544.427762856429,563.14643870332,572.453222994978,567.383628665014,577.305494894222,581.61037421383,581.235118982927,560.180110614056,583.056243099537,591.050532244085,596.657708163309,553.93664820434,545.143576619519,557.93222697945,550.42650351024,571.072511282984,593.619562439568,635.117493477248,631.527135880661,587.287625984981,616.037500535204,643.587476348851,638.749042846944,611.028136374675,613.231180279321,577.539883272228,609.345623847634,614.005294113839,610.55090183852,623.953655204789,615.120445612328,631.171223502581,638.076330738046,654.542811574812,660.631781368267,675.677481564767,694.243748862815,709.469362156737,720.168276979008,722.667195343064,732.335422521139,723.19995937719,730.275255572895,752.215214660521,767.031818766209,763.154718039225,757.695907409377,758.5775214493,773.182722624068,805.967160184979,833.640877658714,827.835457935714,837.199037667056,859.952685787737
Benin,BEN,"Population, total",SP.POP.TOTL,2431622,2465867,2502896,2542859,2585965,2632356,2682159,2735307,2791590,2850661,2912340,2976572,3043567,3113675,3187412,3265165,3347173,3433439,3523938,3618526,3717165,3820128,3927714,4039949,4156819,4278501,4404506,4535263,4672852,4820016,4978496,5149499,5331803,5521763,5714220,5905558,6094259,6281639,6470265,6664098,6865951,7076733,7295394,7520555,7750004,7982225,8216896,8454791,8696916,8944706,9199259,9460802,9729160,10004451,10286712,10575952,10872298,11175692
